name;machine;experiment;material;sample;fluid;method;type of energy;value (J/m^2);min (J/m^2);max (J/m^2);type of slip;value (m);min (m);max (m);normal stress (MPa);conf stress (MPa);pore press (MPa);stress drop (MPa);T (°C);peak slip velocity (m/s);Reference;Collection;Notes;Group;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;8600;;;delta;0.0001864;;;90.6;50;;24.2;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;8910;;;delta;0.0001823;;;90;50;;22.7;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;7910;;;delta;0.0001767;;;89.2;50;;22.8;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;10300;;;delta;0.0001815;;;91.7;50;;20.9;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;8580;;;delta;0.0001892;;;89.7;50;;24.1;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;11800;;;delta;0.0002227;;;94.1;50;;28.2;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;14800;;;delta;0.0003343;;;94.2;50;;43.3;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;11900;;;delta;0.0002108;;;92.7;50;;24;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;10400;;;delta;0.0001921;;;93.8;50;;24.1;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;10000;;;delta;0.0001958;;;93.8;50;;25.2;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;8910;;;delta;0.0001757;;;88.4;50;;20.7;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;8040;;;delta;0.0001652;;;87.2;50;;19.9;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;8200;;;delta;0.0001667;;;87.5;50;;19.7;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;7350;;;delta;0.0001651;;;89.1;50;;21.5;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;7640;;;delta;0.0001593;;;86.7;50;;18.8;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;7840;;;delta;0.0001633;;;86.9;50;;19.5;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;7730;;;delta;0.0001721;;;89.5;50;;22;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;7690;;;delta;0.0001725;;;89.7;50;;22.4;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;7600;;;delta;0.0001725;;;89.5;50;;22.5;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;7720;;;delta;0.0001669;;;89.9;50;;21.4;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;8380;;;delta;0.0001685;;;87.7;50;;19.9;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;9470;;;delta;0.0001871;;;105.5;60;;22.8;;1.7;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;12900;;;delta;0.0002234;;;111.2;60;;25.7;;1.7;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;17700;;;delta;0.00037;;;108.8;60;;44.1;;3.4;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;31200;;;delta;0.0003597;;;165.6;100;;37.1;;4.7;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;34500;;;delta;0.00036;;;175.5;100;;40.2;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;28200;;;delta;0.0003846;;;165.7;100;;50.2;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;34200;;;delta;0.0003795;;;167.3;100;;38.2;;5;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;27200;;;delta;0.0003749;;;165.7;100;;48.5;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;23800;;;delta;0.0003375;;;163.3;100;;43.8;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;27000;;;delta;0.0003352;;;162.7;100;;36.2;;2.7;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;60200;;;delta;0.0007756;;;174;100;;89.1;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;29100;;;delta;0.0003528;;;165;100;;42.6;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;33600;;;delta;0.0003424;;;171.1;100;;40.1;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;31400;;;delta;0.0003382;;;167.7;100;;34.3;;2.8;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;36800;;;delta;0.0003894;;;169.8;100;;38.7;;5.2;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;36600;;;delta;0.0005588;;;162.3;100;;69;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;34700;;;delta;0.0005377;;;161.8;100;;65.3;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;33300;;;delta;0.000528;;;162.3;100;;67.5;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;46600;;;delta;0.0006574;;;167;100;;77.6;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;40900;;;delta;0.0005896;;;162.7;100;;64.1;;3.4;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;35400;;;delta;0.0005731;;;164.4;100;;75.6;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;46000;;;delta;0.0004515;;;177.4;100;;50.9;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;39200;;;delta;0.000395;;;172.5;100;;39.6;;5.2;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;35500;;;delta;0.0003931;;;168;100;;40;;3;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;41400;;;delta;0.000521;;;170.3;100;;58.5;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;33700;;;delta;0.000519;;;161;100;;64.2;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;32100;;;delta;0.0005175;;;163.6;100;;69;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;23100;;;delta;0.0003018;;;164.5;100;;34.6;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;28900;;;delta;0.000301;;;167.2;100;;29.7;;4.4;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;22300;;;delta;0.0002955;;;164.1;100;;34.4;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;23500;;;delta;0.000308;;;159.4;100;;33.2;;2.5;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;24500;;;delta;0.0003056;;;164.9;100;;34.7;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;23300;;;delta;0.0003039;;;160.5;100;;33.4;;2.6;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;24100;;;delta;0.0002542;;;169.8;100;;28;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;14900;;;delta;0.0002112;;;163.9;100;;30.5;;2.1;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;15100;;;delta;0.0001968;;;158.3;100;;22.1;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;21300;;;delta;0.0002932;;;167.5;100;;35.6;;2.8;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;23300;;;delta;0.0002908;;;164.5;100;;33.9;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;21300;;;delta;0.0002827;;;164.1;100;;34;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;21800;;;delta;0.0003177;;;163.9;100;;42.5;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;21800;;;delta;0.0003174;;;162.8;100;;42.5;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;22000;;;delta;0.0003174;;;162.8;100;;42.5;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;25500;;;delta;0.0003248;;;161.3;100;;35;;3.3;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;25000;;;delta;0.0003182;;;165.2;100;;35.8;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;26700;;;delta;0.0003281;;;161.1;100;;33.4;;2.7;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;27400;;;delta;0.0003297;;;163.1;100;;35.3;;4.6;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;24100;;;delta;0.0003115;;;164.8;100;;35.2;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;29400;;;delta;0.0003091;;;172.7;100;;35;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;25000;;;delta;0.0003139;;;165.5;100;;36;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;23400;;;delta;0.0003136;;;161.8;100;;39.6;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;21400;;;delta;0.000313;;;163.1;100;;42.9;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;90500;;;delta;0.0012515;;;249.2;150;;172.1;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;99500;;;delta;0.0013129;;;250.5;150;;174;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;144000;;;delta;0.0010321;;;326.3;200;;125.7;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;148000;;;delta;0.0009755;;;329.6;200;;118.1;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;89500;;;delta;0.0009697;;;302.9;200;;129.9;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;143000;;;delta;0.0013901;;;322.1;200;;183;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;102000;;;delta;0.0011254;;;310.4;200;;154.3;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;93500;;;delta;0.0010792;;;308.3;200;;150.1;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;124000;;;delta;0.0009423;;;320.8;200;;118;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;79500;;;delta;0.0005853;;;301.7;200;;67;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;14100;;;delta;0.0001156;;;275.8;200;;13;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;56500;;;delta;0.0004468;;;290;200;;49.8;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;126000;;;delta;0.0008231;;;321.7;200;;94.7;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;57200;;;delta;0.0005451;;;293.3;200;;72;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;134000;;;delta;0.000863;;;322.9;200;;87.2;;9.7;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;133000;;;delta;0.000843;;;321.7;200;;85.3;;9.5;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;336000;;;delta;0.0022736;;;459.6;300;;235.2;;9.5;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;312000;;;delta;0.0023236;;;462.9;300;;282.6;;8.9;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;337000;;;delta;0.0024228;;;459;300;;275.1;;8.1;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;504000;;;delta;0.0030698;;;496.9;300;;340.6;;9.9;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;476000;;;delta;0.0029281;;;481.1;300;;313.4;;9.7;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;390000;;;delta;0.0026258;;;481.3;300;;312.5;;9.3;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;164000;;;delta;0.0009412;;;448.4;300;;99.8;;5.8;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;314000;;;delta;0.0020611;;;457.7;300;;220.9;;15.7;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;499000;;;delta;0.0029281;;;596.1;400;;340.5;;13.2;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;229000;;;delta;0.0011001;;;569.4;400;;113.7;;9;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;529000;;;delta;0.0030225;;;588.9;400;;327.1;;19.3;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;758000;;;delta;0.0036836;;;639.1;400;;414.4;;17.6;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;946000;;;delta;0.004215;;;623.4;400;;385.7;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;453000;;;delta;0.0027959;;;603.1;400;;350.9;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;323000;;;delta;0.0023424;;;580.5;400;;312.9;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;320000;;;delta;0.0023306;;;569.5;400;;293.7;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;211000;;;delta;0.0019458;;;547.9;400;;255.2;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;256000;;;delta;0.001212;;;575;400;;124.8;;13;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;386000;;;delta;0.0025692;;;584.4;400;;319.8;;;Lockner et al., 2017;;table 6.1;;;;
;triaxial;stick slip;granite;saw-cut;;;W_T;290000;;;delta;0.001336;;;570.1;400;;125.1;;14.4;Lockner et al., 2017;;table 6.1;;;;
S1750a;rotary;yoffe;basalt;saw-cut;;;W_b;288350;;;D_min;0.30517;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1751a;rotary;yoffe;basalt;saw-cut;;;W_b;421160;;;D_min;0.50679;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1752a;rotary;yoffe;basalt;saw-cut;;;W_b;;;;D_min;0.97362;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1752b;rotary;yoffe;basalt;saw-cut;;;W_b;330100;;;D_min;0.36657;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1752c;rotary;yoffe;basalt;saw-cut;;;W_b;209400;;;D_min;0.088682;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1752d;rotary;yoffe;basalt;saw-cut;;;W_b;339040;;;D_min;0.11651;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1752e;rotary;yoffe;basalt;saw-cut;;;W_b;425950;;;D_min;0.28202;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1752f;rotary;yoffe;basalt;saw-cut;;;W_b;444430;;;D_min;0.56779;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1752g;rotary;yoffe;basalt;saw-cut;;;W_b;512110;;;D_min;0.46568;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1753a;rotary;yoffe;basalt;saw-cut;;;W_b;;;;D_min;0.23155;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1753b;rotary;yoffe;basalt;saw-cut;;;W_b;178790;;;D_min;0.0016017;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1753c;rotary;yoffe;basalt;saw-cut;;;W_b;189030;;;D_min;0.10882;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1753d;rotary;yoffe;basalt;saw-cut;;;W_b;259260;;;D_min;0.14948;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1754a;rotary;yoffe;calcite marble;saw-cut;;;W_b;298230;;;D_min;0.15956;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1754b;rotary;yoffe;calcite marble;saw-cut;;;W_b;338470;;;D_min;0.22932;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1754c;rotary;yoffe;calcite marble;saw-cut;;;W_b;361710;;;D_min;0.21818;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1756a;rotary;yoffe;calcite marble;saw-cut;;;W_b;360110;;;D_min;0.35428;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1756b;rotary;yoffe;calcite marble;saw-cut;;;W_b;597430;;;D_min;0.35619;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1756c;rotary;yoffe;calcite marble;saw-cut;;;W_b;484090;;;D_min;0.32404;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1757b;rotary;yoffe;calcite marble;saw-cut;;;W_b;;;;D_min;0.2979;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1760a;rotary;yoffe;basalt;saw-cut;;;W_b;203200;;;D_min;0.12081;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1760b;rotary;yoffe;basalt;saw-cut;;;W_b;223680;;;D_min;0.0097323;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1761a;rotary;yoffe;basalt;saw-cut;;;W_b;559350;;;D_min;0.58244;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1761b;rotary;yoffe;basalt;saw-cut;;;W_b;475330;;;D_min;0.40076;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1761c;rotary;yoffe;basalt;saw-cut;;;W_b;770750;;;D_min;0.99531;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1761d;rotary;yoffe;basalt;saw-cut;;;W_b;725420;;;D_min;0.8996;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1761e;rotary;yoffe;basalt;saw-cut;;;W_b;740370;;;D_min;0.98383;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1762a;rotary;yoffe;basalt;saw-cut;;;W_b;400120;;;D_min;0.4618;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1762b;rotary;yoffe;basalt;saw-cut;;;W_b;481300;;;D_min;0.43379;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1762c;rotary;yoffe;basalt;saw-cut;;;W_b;532070;;;D_min;0.5983;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1762d;rotary;yoffe;basalt;saw-cut;;;W_b;527280;;;D_min;0.56507;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1762e;rotary;yoffe;basalt;saw-cut;;;W_b;598350;;;D_min;N/A;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1762f;rotary;yoffe;basalt;saw-cut;;;W_b;503420;;;D_min;0.59656;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1763a;rotary;yoffe;basalt;saw-cut;;;W_b;400120;;;D_min;0.7135;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1763b;rotary;yoffe;basalt;saw-cut;;;W_b;481300;;;D_min;0.36065;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1763c;rotary;yoffe;basalt;saw-cut;;;W_b;532070;;;D_min;N/A;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1763d;rotary;yoffe;basalt;saw-cut;;;W_b;527280;;;D_min;N/A;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1763e;rotary;yoffe;basalt;saw-cut;;;W_b;598350;;;D_min;N/A;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1763f;rotary;yoffe;basalt;saw-cut;;;W_b;503420;;;D_min;N/A;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1763g;rotary;yoffe;basalt;saw-cut;;;W_b;541950;;;D_min;N/A;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1764a;rotary;yoffe;calcite marble;saw-cut;;;W_b;493960;;;D_min;0.34947;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1764b;rotary;yoffe;calcite marble;saw-cut;;;W_b;487080;;;D_min;0.36452;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1764c;rotary;yoffe;calcite marble;saw-cut;;;W_b;533680;;;D_min;0.31582;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1765b;rotary;yoffe;calcite marble;saw-cut;;;W_b;803520;;;D_min;0.67929;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1765c;rotary;yoffe;calcite marble;saw-cut;;;W_b;887160;;;D_min;0.63651;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1765d;rotary;yoffe;calcite marble;saw-cut;;;W_b;818160;;;D_min;0.66275;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1765e;rotary;yoffe;calcite marble;saw-cut;;;W_b;166300;;;D_min;0.070783;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1765f;rotary;yoffe;calcite marble;saw-cut;;;W_b;114680;;;D_min;0.047197;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1765g;rotary;yoffe;calcite marble;saw-cut;;;W_b;117180;;;D_min;0.0038466;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1766a;rotary;yoffe;calcite marble;saw-cut;;;W_b;405500;;;D_min;0.33806;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1766b;rotary;yoffe;calcite marble;saw-cut;;;W_b;366190;;;D_min;0.20281;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1766c;rotary;yoffe;calcite marble;saw-cut;;;W_b;284490;;;D_min;0.15684;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1766d;rotary;yoffe;calcite marble;saw-cut;;;W_b;226630;;;D_min;0.096064;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1766e;rotary;yoffe;calcite marble;saw-cut;;;W_b;268900;;;D_min;0.1024;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1766f;rotary;yoffe;calcite marble;saw-cut;;;W_b;262290;;;D_min;0.095664;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1766g;rotary;yoffe;calcite marble;saw-cut;;;W_b;295800;;;D_min;0.11991;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1766h;rotary;yoffe;calcite marble;saw-cut;;;W_b;507870;;;D_min;0.3969;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1766i;rotary;yoffe;calcite marble;saw-cut;;;W_b;514070;;;D_min;0.37934;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1766j;rotary;yoffe;calcite marble;saw-cut;;;W_b;434590;;;D_min;0.31514;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1766k;rotary;yoffe;calcite marble;saw-cut;;;W_b;383410;;;D_min;0.29204;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
S1766l;rotary;yoffe;calcite marble;saw-cut;;;W_b;167300;;;D_min;0.045517;;;;;;;;;Harbord et al., 2021;;pers comm;3;;;
;rotary;trapezoidal;granite;saw-cut;;;Wb+Wr (bin);0;;;slip (bin);1.41919E-06;;;;;;;;;Passelegue et al., 2016b;Selvadurai, 2019;binned by us;3;;;
;rotary;trapezoidal;granite;saw-cut;;;Wb+Wr (bin);543748.82;;;slip (bin);0.169280275;;;;;;;;;Passelegue et al., 2016b;Selvadurai, 2019;binned by us;3;;;
;rotary;trapezoidal;granite;saw-cut;;;Wb+Wr (bin);1016099.3;;;slip (bin);0.282172875;;;;;;;;;Passelegue et al., 2016b;Selvadurai, 2019;binned by us;3;;;
;rotary;trapezoidal;granite;saw-cut;;;Wb+Wr (bin);1492081.3;;;slip (bin);0.39537944;;;;;;;;;Passelegue et al., 2016b;Selvadurai, 2019;binned by us;3;;;
;rotary;trapezoidal;granite;saw-cut;;;Wb+Wr (bin);1957541.55;;;slip (bin);0.5083696;;;;;;;;;Passelegue et al., 2016b;Selvadurai, 2019;binned by us;3;;;
;rotary;trapezoidal;granite;saw-cut;;;Wb+Wr (bin);2355764.3;;;slip (bin);0.62148895;;;;;;;;;Passelegue et al., 2016b;Selvadurai, 2019;binned by us;3;;;
;rotary;trapezoidal;granite;saw-cut;;;Wb+Wr (bin);2586451.4;;;slip (bin);0.73471156;;;;;;;;;Passelegue et al., 2016b;Selvadurai, 2019;binned by us;3;;;
;rotary;trapezoidal;granite;saw-cut;;;Wb+Wr (bin);2943133.05;;;slip (bin);0.847425055;;;;;;;;;Passelegue et al., 2016b;Selvadurai, 2019;binned by us;3;;;
;rotary;trapezoidal;granite;saw-cut;;;Wb+Wr (bin);2666963.8;;;slip (bin);0.98264283;;;;;;;;;Passelegue et al., 2016b;Selvadurai, 2019;binned by us;3;;;
